pl_name,hostname,discovery_year,discovery_method,orbital_period_days,radius_earth,mass_earth,semi_major_axis_au,stellar_temp_k,stellar_radius_solar,stellar_mass_solar,distance_pc,hz_inner_au,hz_outer_au,potentially_habitable,consortium
PYC-2001-1313,PYC Star 072,2001,Transit,247.25,1.68,4.65,0.8078,4499.0,0.943,1.15,96.1,0.429,1.012,1,WASP
PYC-2007-1314,PYC Star 827,2007,Transit,1482.16,0.641,0.599,2.5343,3434.0,1.817,0.988,193.6,0.481,1.136,0,Kepler
PYC-2007-1315,PYC Star 758,2007,Transit,942.467,4.025,17.309,1.4932,3557.0,0.49,0.5,12.9,0.139,0.329,0,Kepler
PYC-2000-1316,PYC Star 352,2000,Transit,208.361,7.03,81.17,0.6643,5103.0,0.561,0.901,67.1,0.328,0.775,0,OGLE
PYC-2024-1317,PYC Star 814,2024,Transit,1.548,1.105,2.725,0.0236,4210.0,0.777,0.736,96.3,0.309,0.73,0,HIRES
PYC-2001-1318,PYC Star 663,2001,Radial Velocity,53.659,0.953,1.273,0.2416,5259.0,0.845,0.653,6.2,0.525,1.239,0,K2
PYC-2011-1319,PYC Star 122,2011,Radial Velocity,8.297,2.333,7.945,0.0789,4932.0,2.955,0.953,20.1,1.615,3.811,0,Kepler
PYC-2007-1320,PYC Star 203,2007,Transit,1082.667,0.87,1.633,1.9384,5743.0,0.604,0.829,83.2,0.447,1.055,0,Kepler
PYC-2000-1321,PYC Star 338,2000,Transit,959.398,3.287,11.153,1.8021,4051.0,0.5,0.848,50.4,0.184,0.435,0,TESS
PYC-1997-1322,PYC Star 724,1997,Transit,6.591,0.468,0.221,0.075,5009.0,0.591,1.295,116.7,0.333,0.786,0,Kepler
PYC-2020-1323,PYC Star 589,2020,Radial Velocity,160.301,4.11,38.125,0.595,5374.0,0.999,1.094,68.1,0.648,1.53,0,Kepler
PYC-2007-1324,PYC Star 354,2007,Transit,8.183,7.425,248.606,0.075,4236.0,1.123,0.841,383.5,0.453,1.069,0,K2
PYC-2003-1325,PYC Star 752,2003,Radial Velocity,169.859,3.623,8.612,0.5582,5814.0,0.655,0.804,97.5,0.497,1.174,1,TESS
PYC-2011-1326,PYC Star 293,2011,Transit,95.686,3.479,22.452,0.3883,3300.0,0.909,0.853,24.9,0.222,0.525,0,CoRoT
PYC-2019-1327,PYC Star 818,2019,Transit,38.196,10.531,658.221,0.2156,4050.0,2.16,0.917,132.2,0.796,1.878,0,K2
PYC-2004-1328,PYC Star 649,2004,Transit,1013.765,1.093,1.22,2.1143,3267.0,0.914,1.227,20.0,0.219,0.517,0,K2
PYC-2009-1329,PYC Star 629,2009,Transit,3.594,7.287,327.538,0.0407,4138.0,1.04,0.694,82.8,0.4,0.944,0,Kepler
PYC-2016-1330,PYC Star 079,2016,Radial Velocity,492.371,4.482,91.033,1.4467,4661.0,2.106,1.666,159.6,1.028,2.425,0,CoRoT
PYC-2013-1331,PYC Star 133,2013,Transit,187.908,4.206,25.934,0.6874,5548.0,0.657,1.227,31.4,0.455,1.073,0,Kepler
PYC-2011-1332,PYC Star 885,2011,Transit,4.92,3.375,35.671,0.0411,4660.0,0.638,0.384,142.1,0.311,0.735,0,HIRES
PYC-2020-1333,PYC Star 691,2020,Imaging,17.223,1.354,1.339,0.1318,4264.0,0.729,1.03,35.5,0.298,0.702,0,Kepler
PYC-1998-1334,PYC Star 232,1998,Imaging,0.74,2.102,7.086,0.0181,3406.0,0.71,1.439,51.9,0.185,0.436,0,OGLE
PYC-2003-1335,PYC Star 773,2003,Radial Velocity,82.738,3.101,26.316,0.3888,3707.0,0.397,1.146,441.1,0.122,0.289,0,K2
PYC-2022-1336,PYC Star 277,2022,Transit,1103.295,1.19,1.034,1.9915,5079.0,0.958,0.866,58.9,0.555,1.31,0,CoRoT
PYC-2018-1337,PYC Star 316,2018,Transit,1.144,12.339,1019.021,0.0213,5593.0,0.992,0.979,139.8,0.697,1.646,0,WASP
PYC-2008-1338,PYC Star 274,2008,Radial Velocity,1.299,3.888,26.51,0.0238,4423.0,0.828,1.064,33.1,0.364,0.858,0,Kepler
PYC-2011-1339,PYC Star 445,2011,Transit,27.608,5.584,65.443,0.1956,5890.0,1.006,1.309,37.8,0.784,1.85,0,K2
PYC-2015-1340,PYC Star 685,2015,Transit,4.919,1.124,1.929,0.048,3945.0,1.011,0.609,92.3,0.353,0.834,0,Kepler
PYC-2021-1341,PYC Star 150,2021,Radial Velocity,4.733,1.976,3.868,0.0514,4449.0,0.498,0.809,35.5,0.221,0.522,0,TESS
PYC-2013-1342,PYC Star 870,2013,Transit,119.384,6.535,84.556,0.5745,4524.0,1.025,1.774,7.9,0.471,1.112,0,HIRES
PYC-2008-1343,PYC Star 274,2008,Transit,15.554,3.167,33.714,0.1224,6176.0,1.157,1.012,24.4,0.992,2.34,0,TESS
PYC-2004-1344,PYC Star 871,2004,Transit Timing Variations,750.103,1.799,4.86,1.9309,4920.0,0.439,1.707,176.2,0.239,0.563,0,WASP
PYC-2014-1345,PYC Star 782,2014,Transit,18.37,1.501,1.389,0.193,3181.0,1.739,2.843,131.3,0.395,0.933,0,Kepler
PYC-2002-1346,PYC Star 493,2002,Transit,96.893,2.407,15.052,0.3898,5656.0,0.516,0.842,97.5,0.371,0.875,0,TESS
PYC-2002-1347,PYC Star 080,2002,Transit,13.929,11.39,455.662,0.0985,6461.0,0.539,0.658,100.1,0.506,1.194,0,HAT-P
PYC-2013-1348,PYC Star 516,2013,Transit,3.928,1.379,1.143,0.0472,4575.0,0.986,0.911,71.9,0.463,1.094,0,Kepler
PYC-2015-1349,PYC Star 686,2015,Transit,26.823,11.562,165.735,0.1994,3993.0,1.145,1.469,392.1,0.41,0.968,0,Kepler
PYC-2006-1350,PYC Star 883,2006,Radial Velocity,247.723,2.015,9.71,0.892,5578.0,1.277,1.543,73.7,0.893,2.107,0,Kepler
PYC-2021-1351,PYC Star 088,2021,Radial Velocity,1969.037,1.632,2.324,4.0077,6568.0,1.158,2.215,213.2,1.123,2.649,0,Kepler
PYC-2018-1352,PYC Star 670,2018,Transit,0.583,2.774,7.617,0.0136,5564.0,0.712,0.987,78.0,0.495,1.169,0,Other
PYC-2013-1353,PYC Star 264,2013,Transit,46.017,2.787,19.779,0.266,3339.0,0.945,1.186,163.5,0.237,0.559,0,Kepler
PYC-2023-1354,PYC Star 675,2023,Radial Velocity,116.538,0.877,1.064,0.4297,5479.0,0.78,0.779,101.5,0.526,1.242,0,Kepler
PYC-2014-1355,PYC Star 524,2014,Transit,0.859,11.963,428.064,0.0132,5164.0,0.973,0.416,173.6,0.583,1.376,0,Kepler
PYC-2020-1356,PYC Star 779,2020,Transit,653.354,0.784,0.837,1.4668,3941.0,0.928,0.986,223.8,0.324,0.764,0,Kepler
PYC-2021-1357,PYC Star 003,2021,Transit,4.692,2.341,25.508,0.0479,5960.0,0.717,0.668,83.1,0.572,1.35,0,K2
PYC-2012-1358,PYC Star 455,2012,Transit,982.647,1.339,4.191,2.0851,5195.0,0.77,1.253,105.6,0.467,1.101,0,Kepler
PYC-2018-1359,PYC Star 608,2018,Transit,55.392,3.687,53.956,0.2283,5983.0,0.391,0.518,36.4,0.315,0.742,0,Kepler
PYC-2014-1360,PYC Star 341,2014,Transit,1.554,0.731,0.517,0.0241,3845.0,1.308,0.772,53.2,0.434,1.025,0,Kepler
PYC-2017-1361,PYC Star 285,2017,Transit,292.81,5.433,65.265,0.8903,5159.0,1.029,1.098,794.0,0.615,1.452,0,HAT-P
PYC-1998-1362,PYC Star 295,1998,Transit,1.627,3.085,18.193,0.0283,3994.0,0.319,1.139,122.2,0.114,0.27,0,TESS
PYC-2024-1363,PYC Star 673,2024,Transit,247.497,7.547,238.697,0.7672,5023.0,1.286,0.984,3.0,0.729,1.72,0,HAT-P
PYC-2001-1364,PYC Star 187,2001,Transit,541.848,1.339,1.139,1.6174,6130.0,0.879,1.922,5.0,0.742,1.75,1,Kepler
PYC-2010-1365,PYC Star 877,2010,Transit,67.963,3.341,15.672,0.3914,3516.0,0.59,1.732,159.0,0.164,0.387,0,K2
PYC-2024-1366,PYC Star 189,2024,Transit,4.493,1.573,1.59,0.0492,3568.0,0.567,0.787,24.4,0.162,0.383,0,Other
PYC-2007-1367,PYC Star 375,2007,Transit,19.805,1.577,3.679,0.1728,5660.0,0.66,1.756,73.9,0.475,1.121,0,Kepler
PYC-2022-1368,PYC Star 893,2022,Transit,44.481,1.288,2.012,0.3018,4787.0,0.592,1.853,244.9,0.305,0.719,0,TESS
PYC-2010-1369,PYC Star 027,2010,Transit,152.056,10.063,291.995,0.5495,5854.0,0.629,0.958,93.4,0.484,1.142,0,Kepler
PYC-2007-1370,PYC Star 303,2007,Transit,114.435,1.89,7.885,0.4637,4073.0,1.935,1.016,264.9,0.721,1.702,0,Kepler
PYC-2015-1371,PYC Star 764,2015,Microlensing,14.247,1.472,1.62,0.1143,4846.0,1.064,0.982,369.7,0.561,1.324,0,TESS
PYC-2012-1372,PYC Star 285,2012,Transit,346.738,1.165,1.054,0.8959,5419.0,2.25,0.798,11.2,1.484,3.503,0,TESS
PYC-2010-1373,PYC Star 247,2010,Radial Velocity,390.252,0.938,1.252,0.9807,4989.0,0.996,0.826,133.7,0.557,1.315,1,K2
PYC-2024-1374,PYC Star 001,2024,Transit Timing Variations,199.704,3.393,38.124,0.7799,3190.0,1.168,1.587,76.7,0.267,0.63,0,TESS
PYC-1999-1375,PYC Star 134,1999,Transit,4.536,2.8,9.771,0.0564,7340.0,0.606,1.165,80.5,0.733,1.73,0,K2
PYC-2013-1376,PYC Star 177,2013,Transit,26.363,1.438,2.887,0.1625,4991.0,0.834,0.824,54.5,0.467,1.102,0,TESS
PYC-2002-1377,PYC Star 791,2002,Radial Velocity,19.012,2.925,11.033,0.1251,3594.0,0.868,0.723,150.0,0.252,0.594,0,KMT
PYC-2016-1378,PYC Star 492,2016,Transit,585.032,4.555,46.697,1.2531,5083.0,1.19,0.767,206.0,0.69,1.629,0,WASP
PYC-2004-1379,PYC Star 210,2004,Transit,541.76,9.898,416.579,1.276,5186.0,0.88,0.944,13.9,0.532,1.255,0,Kepler
PYC-2003-1380,PYC Star 728,2003,Transit,908.19,0.97,1.223,2.0417,5695.0,1.054,1.377,200.0,0.768,1.812,0,Kepler
PYC-2003-1381,PYC Star 545,2003,Transit,3.147,6.575,156.87,0.038,5634.0,1.037,0.74,2.8,0.74,1.746,0,WASP
PYC-2000-1382,PYC Star 284,2000,Transit,317.956,1.912,6.183,1.0128,4608.0,0.785,1.371,40.9,0.375,0.884,0,Kepler
PYC-2024-1383,PYC Star 229,2024,Pulsar Timing,943.866,7.442,107.686,1.9269,3250.0,0.75,1.071,158.0,0.178,0.42,0,HIRES
PYC-2006-1384,PYC Star 199,2006,Imaging,1.767,0.563,0.273,0.0291,5215.0,0.666,1.051,55.2,0.407,0.96,0,OGLE
PYC-2024-1385,PYC Star 641,2024,Transit,0.571,7.62,258.656,0.0152,3322.0,1.465,1.432,161.0,0.363,0.857,0,Kepler
PYC-2013-1386,PYC Star 644,2013,Transit,1.025,1.271,2.634,0.022,5894.0,0.785,1.343,547.0,0.613,1.447,0,OGLE
PYC-2009-1387,PYC Star 584,2009,Transit,89.358,12.378,483.817,0.332,4141.0,1.044,0.612,128.5,0.402,0.949,0,Kepler
PYC-2013-1388,PYC Star 403,2013,Radial Velocity,17.218,3.361,36.947,0.115,5371.0,0.839,0.684,44.0,0.544,1.283,0,Kepler
PYC-2001-1389,PYC Star 458,2001,Transit,2.28,2.891,8.18,0.033,4209.0,1.452,0.923,45.8,0.578,1.364,0,Other
PYC-2009-1390,PYC Star 808,2009,Microlensing,44.593,2.341,7.358,0.2565,4357.0,0.368,1.133,103.9,0.157,0.37,1,HAT-P
PYC-2023-1391,PYC Star 499,2023,Radial Velocity,442.596,1.04,0.964,1.3328,4079.0,1.031,1.612,110.1,0.386,0.91,0,TESS
PYC-2015-1392,PYC Star 553,2015,Transit,828.716,1.317,1.089,1.7398,5444.0,0.512,1.023,14.7,0.341,0.804,0,KMT
PYC-2010-1393,PYC Star 205,2010,Transit,327.359,5.252,64.539,1.134,4241.0,1.073,1.815,56.3,0.434,1.023,0,Kepler
PYC-2002-1394,PYC Star 410,2002,Radial Velocity,1080.117,1.061,1.304,1.8972,5492.0,0.843,0.781,27.2,0.571,1.347,0,HAT-P
PYC-2016-1395,PYC Star 020,2016,Transit,87.764,1.011,0.413,0.363,4264.0,0.463,0.828,26.2,0.189,0.446,1,Gaia
PYC-2016-1396,PYC Star 415,2016,Transit,701.087,3.469,20.829,1.4904,4592.0,1.048,0.899,240.9,0.496,1.171,0,OGLE
PYC-2004-1397,PYC Star 720,2004,Microlensing,16.546,1.279,0.792,0.1155,4832.0,0.996,0.751,72.8,0.522,1.232,0,TESS
PYC-2019-1398,PYC Star 604,2019,Transit,804.39,6.27,328.303,1.9379,4938.0,0.811,1.5,162.1,0.444,1.049,0,K2
PYC-2013-1399,PYC Star 800,2013,Transit,1184.107,0.736,0.502,1.5856,3968.0,0.859,0.379,39.2,0.304,0.717,0,HIRES
PYC-2014-1400,PYC Star 306,2014,Transit,182.782,10.535,485.46,0.5944,5433.0,0.968,0.838,212.0,0.642,1.515,0,Kepler
PYC-2017-1401,PYC Star 700,2017,Transit,18.724,1.549,3.503,0.1578,4556.0,1.529,1.495,43.3,0.713,1.683,0,SPITZER
PYC-2018-1402,PYC Star 659,2018,Imaging,4.938,1.11,1.776,0.0547,5290.0,0.781,0.896,82.7,0.491,1.159,0,K2
PYC-2015-1403,PYC Star 637,2015,Transit,7.28,1.397,3.887,0.0833,4785.0,1.42,1.456,102.8,0.73,1.724,0,Kepler
PYC-2022-1404,PYC Star 719,2022,Transit,1.303,1.015,0.476,0.0302,5328.0,0.885,2.158,426.9,0.564,1.332,0,Kepler
PYC-2020-1405,PYC Star 425,2020,Transit,0.609,14.329,1952.915,0.0142,4430.0,1.612,1.029,27.7,0.711,1.677,0,TESS
PYC-2010-1406,PYC Star 308,2010,Imaging,16.142,0.3,0.081,0.1433,4089.0,0.81,1.506,199.2,0.304,0.718,0,Kepler
PYC-2011-1407,PYC Star 525,2011,Transit,0.585,5.35,75.749,0.0182,5184.0,0.667,2.332,168.3,0.403,0.95,0,K2
PYC-2019-1408,PYC Star 346,2019,Radial Velocity,1033.695,9.951,370.424,2.0969,4356.0,0.549,1.151,13.0,0.234,0.552,0,HIRES
PYC-2004-1409,PYC Star 622,2004,Transit,132.034,6.196,24.304,0.5046,6113.0,0.886,0.983,97.4,0.744,1.756,0,Kepler
PYC-2015-1410,PYC Star 779,2015,Radial Velocity,743.571,1.378,1.235,1.7846,4861.0,0.63,1.371,48.2,0.334,0.789,0,TESS
PYC-2012-1411,PYC Star 024,2012,Transit Timing Variations,21.096,3.963,46.509,0.1716,3564.0,1.693,1.514,7.0,0.483,1.14,0,TESS
PYC-2012-1412,PYC Star 559,2012,Radial Velocity,2.95,0.929,1.506,0.0401,4273.0,0.608,0.987,183.8,0.249,0.589,0,CoRoT
PYC-2018-1413,PYC Star 381,2018,Microlensing,5.332,2.455,14.868,0.0565,3901.0,0.66,0.844,230.2,0.226,0.532,0,TESS
PYC-1996-1414,PYC Star 095,1996,Transit,820.735,11.443,544.263,2.0962,5766.0,1.169,1.824,9.2,0.873,2.06,0,KMT
PYC-2000-1415,PYC Star 202,2000,Radial Velocity,1.187,6.307,314.559,0.0213,5496.0,1.535,0.91,47.6,1.041,2.458,0,TESS
PYC-2013-1416,PYC Star 743,2013,Transit,203.181,2.412,16.308,0.7775,4745.0,1.251,1.519,12.9,0.633,1.493,0,TESS
PYC-2005-1417,PYC Star 328,2005,Transit,2.997,5.604,72.532,0.0419,5061.0,1.449,1.096,89.7,0.834,1.968,0,Kepler
PYC-2022-1418,PYC Star 079,2022,Radial Velocity,9.346,4.798,175.601,0.1075,4721.0,0.868,1.895,42.4,0.435,1.026,0,TESS
PYC-2018-1419,PYC Star 674,2018,Imaging,0.411,7.822,121.52,0.0098,5574.0,0.874,0.743,13.8,0.61,1.439,0,Kepler
PYC-1998-1420,PYC Star 214,1998,Transit,28.745,1.601,1.629,0.1663,5268.0,2.225,0.742,92.1,1.387,3.274,0,TESS
PYC-2014-1421,PYC Star 327,2014,Transit,1.257,0.64,0.254,0.0252,5430.0,1.926,1.349,139.6,1.275,3.01,0,TESS
PYC-1999-1422,PYC Star 177,1999,Transit,857.524,5.414,55.267,1.5482,4627.0,1.241,0.673,62.0,0.597,1.409,0,HAT-P
PYC-2015-1423,PYC Star 665,2015,Transit,0.957,1.35,1.818,0.0193,4232.0,1.481,1.042,210.3,0.596,1.406,0,TESS
PYC-2007-1424,PYC Star 826,2007,Transit,3.735,1.63,5.31,0.0564,5399.0,1.324,1.719,11.7,0.867,2.046,0,CoRoT
PYC-2008-1425,PYC Star 874,2008,Transit,0.456,13.898,921.079,0.0094,6196.0,0.523,0.535,10.4,0.451,1.065,0,Kepler
PYC-2012-1426,PYC Star 068,2012,Transit,2815.274,4.155,40.405,4.0894,5795.0,0.884,1.151,20.7,0.667,1.574,0,WASP
PYC-2020-1427,PYC Star 831,2020,Transit,122.369,3.134,20.078,0.5556,6223.0,1.765,1.528,6.7,1.536,3.624,0,Gaia
PYC-2024-1428,PYC Star 571,2024,Radial Velocity,124.727,4.964,20.279,0.4871,4946.0,1.245,0.991,31.3,0.684,1.614,0,TESS
PYC-2021-1429,PYC Star 745,2021,Transit,40.99,0.871,0.327,0.2088,3927.0,0.875,0.723,1.1,0.303,0.715,0,Kepler
PYC-2020-1430,PYC Star 068,2020,Microlensing,924.333,9.245,267.761,1.801,4007.0,1.775,0.912,188.8,0.64,1.511,0,TESS
PYC-2017-1431,PYC Star 767,2017,Transit,1.448,3.476,16.744,0.0227,6042.0,1.063,0.746,24.4,0.871,2.057,0,Kepler
PYC-2010-1432,PYC Star 295,2010,Transit,472.508,7.222,152.14,1.1969,3124.0,1.264,1.025,1.0,0.277,0.654,0,TESS
PYC-2019-1433,PYC Star 355,2019,Transit,536.677,1.727,8.354,1.2514,6154.0,1.065,0.908,259.5,0.906,2.139,1,Kepler
PYC-2021-1434,PYC Star 806,2021,Transit,0.552,0.937,0.813,0.0124,4091.0,1.148,0.836,23.4,0.432,1.019,0,TESS
PYC-2018-1435,PYC Star 658,2018,Transit Timing Variations,1.307,2.25,4.253,0.0247,6531.0,1.186,1.177,18.0,1.136,2.681,0,KMT
PYC-2011-1436,PYC Star 461,2011,Transit,52.759,0.866,0.463,0.331,4736.0,1.615,1.738,147.6,0.814,1.921,0,Kepler
PYC-2013-1437,PYC Star 600,2013,Transit,0.894,0.878,1.678,0.0189,5450.0,1.713,1.122,18.4,1.143,2.698,0,TESS
PYC-2017-1438,PYC Star 320,2017,Microlensing,4.969,2.657,27.293,0.0667,6947.0,0.735,1.6,75.4,0.796,1.879,0,Kepler
PYC-2006-1439,PYC Star 884,2006,Transit Timing Variations,14.666,9.007,408.635,0.141,4503.0,1.056,1.738,133.9,0.481,1.135,0,Kepler
PYC-2004-1440,PYC Star 063,2004,Transit,1.627,2.266,3.839,0.0253,4488.0,1.595,0.814,52.5,0.721,1.703,0,CoRoT
PYC-2002-1441,PYC Star 517,2002,Transit,214.127,1.071,1.392,0.7233,4175.0,0.848,1.101,30.1,0.332,0.784,1,HAT-P
PYC-2017-1442,PYC Star 040,2017,Transit,33.148,5.227,89.269,0.1922,3898.0,0.499,0.862,155.0,0.17,0.402,0,KMT
PYC-2020-1443,PYC Star 387,2020,Transit,120.611,10.293,434.699,0.4019,4503.0,0.598,0.595,73.1,0.272,0.643,0,Kepler
PYC-2007-1444,PYC Star 458,2007,Transit,27.542,4.78,43.932,0.1861,4301.0,0.617,1.133,288.2,0.256,0.605,0,Kepler
PYC-2006-1445,PYC Star 753,2006,Transit,15.866,1.042,0.929,0.1093,3675.0,0.732,0.692,17.8,0.222,0.524,0,TESS
PYC-2009-1446,PYC Star 844,2009,Microlensing,32.367,0.948,0.632,0.2103,4611.0,0.643,1.185,79.8,0.307,0.725,0,TESS
PYC-2010-1447,PYC Star 674,2010,Transit,1223.869,0.431,0.063,1.8675,5205.0,1.43,0.58,95.6,0.87,2.054,1,HAT-P
PYC-2001-1448,PYC Star 867,2001,Transit,13.7,12.355,1365.998,0.1143,3994.0,0.795,1.062,158.0,0.285,0.672,0,HAT-P
PYC-2011-1449,PYC Star 113,2011,Transit,123.273,7.082,252.371,0.4036,4654.0,1.587,0.577,8.2,0.772,1.823,0,KMT
PYC-2008-1450,PYC Star 473,2008,Radial Velocity,681.892,0.318,0.044,1.6402,6066.0,0.541,1.266,88.5,0.447,1.056,0,Kepler
PYC-2019-1451,PYC Star 537,2019,Transit,102.05,1.281,2.272,0.4082,3522.0,0.768,0.871,98.1,0.214,0.505,1,Other
PYC-2010-1452,PYC Star 070,2010,Radial Velocity,3.007,1.711,4.907,0.0385,6539.0,0.943,0.842,16.7,0.906,2.138,0,Other
PYC-2022-1453,PYC Star 533,2022,Microlensing,1.188,10.147,1334.229,0.025,4193.0,1.296,1.483,1.6,0.512,1.208,0,Kepler
PYC-2005-1454,PYC Star 039,2005,Transit,77.937,11.552,896.177,0.3439,4981.0,1.506,0.894,7.2,0.839,1.98,0,K2
PYC-2022-1455,PYC Star 568,2022,Transit,263.488,0.445,0.185,0.8148,5951.0,0.706,1.04,35.9,0.562,1.326,1,HAT-P
PYC-2000-1456,PYC Star 200,2000,Transit,381.034,2.281,8.701,1.005,6226.0,1.407,0.933,364.2,1.225,2.892,0,TESS
PYC-2010-1457,PYC Star 847,2010,Transit,195.248,5.134,56.609,0.6988,5223.0,0.422,1.194,19.1,0.259,0.611,0,Kepler
PYC-2013-1458,PYC Star 294,2013,Microlensing,0.413,1.558,6.326,0.0122,4175.0,1.332,1.441,493.3,0.522,1.231,0,K2
PYC-2004-1459,PYC Star 542,2004,Transit,398.785,12.876,1064.265,1.1689,4095.0,0.492,1.34,330.0,0.185,0.438,0,TESS
PYC-2014-1460,PYC Star 548,2014,Radial Velocity,88.107,1.706,2.65,0.367,4283.0,1.1,0.849,182.2,0.453,1.07,0,KMT
PYC-2006-1461,PYC Star 783,2006,Transit,2699.749,14.27,1259.19,4.3693,6500.0,1.496,1.527,82.9,1.42,3.351,0,OGLE
PYC-2001-1462,PYC Star 303,2001,Transit,367.183,5.094,104.744,0.9018,4455.0,1.342,0.726,346.8,0.598,1.412,0,Gaia
PYC-2011-1463,PYC Star 323,2011,Transit,18.584,1.512,1.028,0.1259,5091.0,0.43,0.771,326.5,0.251,0.592,0,TESS
PYC-1999-1464,PYC Star 615,1999,Transit,166.795,1.321,1.301,0.5842,3861.0,0.736,0.956,333.7,0.246,0.582,0,OGLE
PYC-2011-1465,PYC Star 052,2011,Transit,97.465,0.998,1.192,0.4683,3759.0,1.243,1.443,204.5,0.395,0.931,1,Kepler
PYC-2007-1466,PYC Star 498,2007,Transit,8.119,0.597,0.1,0.069,4824.0,1.227,0.664,116.2,0.641,1.513,0,TESS
PYC-2022-1467,PYC Star 338,2022,Transit,46.722,12.808,313.298,0.2817,4508.0,1.019,1.366,56.2,0.465,1.098,0,HIRES
PYC-2011-1468,PYC Star 880,2011,Radial Velocity,2.478,4.012,32.361,0.0356,4573.0,0.334,0.981,72.5,0.157,0.371,0,OGLE
PYC-2019-1469,PYC Star 479,2019,Transit,0.876,1.837,6.211,0.017,3469.0,1.543,0.859,23.4,0.417,0.984,0,WASP
PYC-2007-1470,PYC Star 694,2007,Microlensing,277.061,2.951,21.817,0.9454,4734.0,1.672,1.468,21.5,0.842,1.986,0,Kepler
PYC-2001-1471,PYC Star 750,2001,Transit,12.319,2.79,31.794,0.0951,6194.0,0.969,0.755,48.8,0.835,1.971,0,Kepler
PYC-2016-1472,PYC Star 132,2016,Transit,339.231,3.109,19.896,1.2428,4032.0,0.998,2.226,151.9,0.364,0.86,0,WASP
PYC-2021-1473,PYC Star 569,2021,Transit,31.217,8.745,233.142,0.1901,5608.0,1.129,0.94,52.8,0.797,1.882,0,K2
PYC-2009-1474,PYC Star 612,2009,Transit,549.596,1.727,2.153,1.3363,2500.0,1.736,1.054,210.8,0.244,0.575,0,K2
PYC-2005-1475,PYC Star 398,2005,Transit,293.826,0.737,0.373,1.0356,4078.0,1.007,1.716,13.3,0.376,0.888,0,KMT
PYC-2015-1476,PYC Star 179,2015,Transit,365.691,3.082,26.593,1.0216,3081.0,0.826,1.064,13.2,0.176,0.416,0,Kepler
PYC-2014-1477,PYC Star 416,2014,Pulsar Timing,18.439,6.426,183.693,0.1569,5913.0,1.069,1.516,187.9,0.839,1.981,0,K2
PYC-2015-1478,PYC Star 046,2015,Transit,2121.722,10.611,530.177,2.573,5591.0,0.896,0.505,39.5,0.629,1.484,0,Kepler
PYC-2019-1479,PYC Star 896,2019,Transit,14.875,7.21,223.567,0.1124,3869.0,0.9,0.856,15.6,0.303,0.714,0,Kepler
PYC-2019-1480,PYC Star 080,2019,Transit,473.741,1.053,2.163,1.2457,5060.0,0.407,1.149,20.6,0.234,0.552,0,Kepler
PYC-2010-1481,PYC Star 128,2010,Transit,31.568,8.082,237.633,0.2218,5882.0,1.139,1.46,100.2,0.885,2.088,0,Kepler
PYC-2002-1482,PYC Star 124,2002,Transit,3.259,4.957,127.179,0.0471,6021.0,1.525,1.309,5.9,1.242,2.931,0,TESS
PYC-2009-1483,PYC Star 185,2009,Transit,109.431,5.069,47.32,0.4845,4435.0,1.424,1.267,51.8,0.629,1.485,0,TESS
PYC-2004-1484,PYC Star 166,2004,Transit,26.296,14.477,1004.331,0.1959,2812.0,1.381,1.45,47.1,0.245,0.579,0,TESS
PYC-2019-1485,PYC Star 563,2019,Transit,4.22,3.113,15.065,0.054,3991.0,0.879,1.181,2.8,0.315,0.742,0,KMT
PYC-2002-1486,PYC Star 101,2002,Transit Timing Variations,12.145,5.563,128.787,0.0805,5490.0,0.961,0.472,2.5,0.651,1.535,0,TESS
PYC-2016-1487,PYC Star 631,2016,Transit,1.667,6.102,66.37,0.0326,6689.0,1.538,1.657,9.1,1.546,3.649,0,CoRoT
PYC-2015-1488,PYC Star 367,2015,Radial Velocity,2672.523,0.49,0.134,3.418,4751.0,1.33,0.746,58.0,0.674,1.591,0,CoRoT
PYC-2004-1489,PYC Star 356,2004,Transit,124.29,4.108,15.551,0.5056,4254.0,1.757,1.116,85.9,0.714,1.685,0,TESS
PYC-2023-1490,PYC Star 459,2023,Transit,1.882,2.435,13.614,0.0305,6959.0,0.665,1.065,71.9,0.723,1.707,0,K2
PYC-2018-1491,PYC Star 029,2018,Radial Velocity,367.186,10.504,843.923,1.0091,5165.0,0.663,1.017,507.5,0.397,0.938,0,HIRES
PYC-2014-1492,PYC Star 450,2014,Transit,85.976,1.769,6.948,0.3351,3695.0,0.775,0.679,62.5,0.238,0.561,1,TESS
PYC-2015-1493,PYC Star 470,2015,Radial Velocity,252.342,0.48,0.222,0.6233,4693.0,0.589,0.507,76.6,0.291,0.687,1,TESS
PYC-2009-1494,PYC Star 674,2009,Transit,73.617,2.313,13.467,0.3058,5700.0,0.497,0.704,283.1,0.362,0.855,0,TESS
PYC-2013-1495,PYC Star 130,2013,Transit,0.686,8.106,327.198,0.0168,4737.0,1.111,1.335,237.1,0.56,1.322,0,OGLE
PYC-1999-1496,PYC Star 047,1999,Radial Velocity,2.453,13.205,1115.196,0.0301,5515.0,1.078,0.603,100.4,0.736,1.738,0,TESS
PYC-2017-1497,PYC Star 051,2017,Transit,381.058,10.868,694.051,0.9283,3355.0,1.005,0.735,28.6,0.254,0.6,0,TESS
PYC-2004-1498,PYC Star 863,2004,Transit,335.13,1.578,2.359,0.9914,3509.0,1.055,1.158,72.7,0.292,0.689,0,TESS
